Star,Pressure,Temperature,mass,S,H,V,Cp,viscosity,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MgO,CaO,Na2O
2M19202447+4815040,10000.00,1128.00,2.424074,6.568476,-26731.518436,0.866907,3.548581,1.731,41.0181,0.530881,18.6508,3.39027,0,11.7956,1.99848,5.31205,17.3039
2M19284107+4054587,10000.00,1128.00,9.780123,25.097744,-121912.551245,3.668735,14.070441,5.530,65.1464,0.548354,17.5568,0.871613,0,6.8515,1.64566,5.17178,2.2079
2M19095484+3813438,10000.00,1128.00,2.311808,5.881958,-25715.128814,0.812701,3.216763,3.982,56.9173,0.729736,14.488,1.97771,0,17.5806,0.548649,4.90701,2.85096
2M19233947+4217116,10000.00,1128.00,4.969533,12.570933,-54323.195445,1.709536,6.912120,3.521,53.0687,2.30461,14.713,2.08787,0,18.8297,0.613065,5.9721,2.4109
2M19140739+4056322,10000.00,1128.00,0.025799,0.065901,-281.587949,0.009060,0.035618,3.858,57.5464,0.473444,12.3759,2.21984,0,18.7858,0.276818,4.63948,3.68234
2M19214099+3751064,10000.00,1128.00,0.381333,0.990551,-4055.726470,0.135025,0.522272,3.538,59.01,0.129064,8.8961,2.66711,0,19.7371,0.296928,2.67334,6.59045
2M19174175+4643342,10000.00,1128.00,1.778331,4.520449,-19928.436727,0.626136,2.481063,4.017,56.8724,1.06827,14.6688,1.92624,0,16.7726,0.559795,5.49159,2.64027
2M19344300+4651099,10000.00,1128.00,1.962207,4.981152,-21765.428842,0.687393,2.729312,3.918,56.305,0.712898,14.5411,2.01569,0,17.8203,0.44017,5.49025,2.67462
2M19571668+4123047,10000.00,1128.00,2.260366,5.737075,-25285.378982,0.793795,3.153764,3.973,56.3975,0.976213,14.9378,1.936,0,17.0377,0.546523,5.66073,2.50749
2M19405434+5033323,10000.00,1128.00,3.532821,9.533715,-39871.880690,1.274379,5.162875,2.428,47.4997,0.715334,17.702,2.50596,0,12.1341,3.75198,1.73258,13.9584
2M19283906+4101236,10000.00,1128.00,1.658884,4.220048,-18368.746660,0.582446,2.303692,3.952,56.8788,0.664287,14.1281,2.03333,0,17.9088,0.411344,5.03867,2.93667
2M18455585+4712289,10000.00,1128.00,1.830574,4.646042,-20467.551354,0.642728,2.553744,3.967,56.3792,0.974673,14.8838,1.9432,0,17.0664,0.539774,5.70042,2.51252
2M19040872+4936522,10000.00,1128.00,2.520705,6.422697,-28100.329056,0.888988,3.505228,4.061,57.4825,0.739179,14.484,1.94975,0,17.3827,0.476342,4.48819,2.99721
2M18585736+4935542,10000.00,1128.00,0.419939,1.070552,-4557.472621,0.146780,0.579209,3.779,56.8235,0.329437,12.5574,2.26001,0,19.4109,0.237779,4.82556,3.55533
2M19310830+4312575,10000.00,1128.00,0.468808,1.196314,-5127.369105,0.164554,0.647762,3.878,57.3773,0.46616,12.7957,2.18054,0,18.7409,0.293073,4.62536,3.52098
2M19104752+4220194,10000.00,1128.00,0.365916,0.963362,-3867.320534,0.130420,0.503502,3.211,58.1358,0.0353146,8.07966,2.97588,0,19.1183,0.687336,1.83461,9.13313
2M19275056+4225588,10000.00,1128.00,1.628832,4.148666,-18140.766514,0.573960,2.264989,4.031,57.3603,0.791447,14.2685,1.97394,0,17.3754,0.469318,4.7918,2.96925
2M19262685+4206574,10000.00,1128.00,1.048163,2.678917,-11575.337093,0.369961,1.451863,3.983,58.1035,0.742943,12.7556,2.10601,0,17.7262,0.37054,4.66797,3.52724
2M19394766+4626191,10000.00,1128.00,2.275021,5.780677,-25592.355646,0.801499,3.179054,4.037,56.7958,1.17328,15,1.88265,0,16.4661,0.618436,5.53556,2.52822
2M19510878+4753100,10000.00,1128.00,0.817992,2.086832,-9110.433956,0.288863,1.136932,4.036,57.8266,0.930889,13.5712,2.00617,0,17.1079,0.461841,4.93995,3.15544
2M19315309+4102087,10000.00,1128.00,1.407340,3.586190,-15830.323219,0.497724,1.964130,4.079,57.6481,1.3163,14.0975,1.912,0,16.1723,0.591044,5.41409,2.84865
2M19180152+4522155,10000.00,1128.00,1.680799,4.269914,-18532.280558,0.588180,2.332732,3.870,56.3764,0.636356,13.9068,2.09223,0,18.2181,0.37018,5.53507,2.86482
2M19155629+4003522,10000.00,1128.00,1.505705,3.840218,-16793.714816,0.531784,2.093806,4.055,57.7829,0.910251,13.8633,1.97875,0,17.0773,0.479752,4.81228,3.09553
2M19322962+4056051,10000.00,1128.00,6.484001,16.424247,-75825.800431,2.322468,9.171454,4.407,58.3242,1.16678,16.1051,1.58256,0,12.7316,0.675237,7.65202,1.76254
2M19255247+4020378,10000.00,1128.00,2.494125,6.324242,-27993.330950,0.875580,3.486163,3.962,56.1426,1.15584,15.1103,1.91207,0,16.6866,0.59784,6.0463,2.34848
2M19010446+4833360,10000.00,1128.00,0.720909,1.836755,-8030.726217,0.254138,1.002721,4.006,57.4458,0.971017,13.725,2.00759,0,17.1021,0.468224,5.27476,3.00557
2M19331205+4131240,10000.00,1128.00,5.723723,14.601960,-66355.836510,2.048414,8.071422,4.372,58.5807,1.89053,15.8437,1.58082,0,13.5619,1.02898,5.03981,2.47366
2M19492496+4118001,10000.00,1128.00,1.999621,5.093394,-22532.157798,0.707207,2.792731,4.098,57.558,1.28449,14.4896,1.87852,0,16.1399,0.622644,5.25818,2.7686
2M19263381+4114277,10000.00,1128.00,0.347237,0.912887,-3696.503122,0.124180,0.477558,3.348,59.1832,0.166545,7.96586,2.85859,0,18.6371,0.598407,1.95046,8.63982
2M19294569+4312339,10000.00,1128.00,3.188732,8.105926,-36096.513727,1.125947,4.466284,4.066,56.9567,1.57087,14.9053,1.83741,0,15.6935,0.709526,5.85611,2.47054
2M19285614+4134307,10000.00,1128.00,1.973933,5.043428,-22311.891236,0.701893,2.754465,4.256,58.4743,0.94854,15.2003,1.79215,0,16.226,0.634793,3.64241,3.08149
2M19102533+4931237,10000.00,1128.00,1.253314,3.199417,-13934.659323,0.442709,1.740538,4.031,57.9644,0.893032,13.3454,2.02786,0,17.2196,0.440245,4.8494,3.26002
2M19351595+4212449,10000.00,1128.00,5.006202,12.847300,-58719.723169,1.814780,7.067720,4.692,60.5716,1.41953,16.6606,1.43173,0,12.8097,1.13468,2.95911,3.01311
2M19300081+4304593,10000.00,1128.00,1.368923,3.490122,-15242.896020,0.482963,1.903033,4.024,57.6381,0.914161,13.7058,2.00469,0,17.1722,0.462115,5.01639,3.08656
2M19310175+4325368,10000.00,1128.00,0.618977,1.661548,-6694.977542,0.222338,0.878089,2.703,52.4968,0.207359,11.7265,3.06139,0,15.768,2.3699,1.41829,12.9518
2M19480452+5024323,10000.00,1128.00,0.983657,2.512613,-11050.259716,0.348961,1.370178,4.155,58.3754,1.06858,14.0675,1.90097,0,16.4219,0.55886,4.46519,3.14152
2M18444674+4729496,10000.00,1128.00,2.030000,5.177134,-23000.181296,0.720388,2.838821,4.184,57.991,1.35261,14.8389,1.80713,0,15.7194,0.696508,4.78643,2.80794
2M19282524+4222491,10000.00,1128.00,3.458840,8.816630,-39575.155036,1.229522,4.857819,4.216,57.824,1.87422,15.2928,1.70908,0,14.7222,0.881461,5.11914,2.57706
2M19343286+4249298,10000.00,1128.00,2.722094,6.920172,-30678.453765,0.960118,3.806049,4.042,56.956,1.3725,14.6966,1.88281,0,16.1228,0.637836,5.77656,2.55492
2M19342073+4255440,10000.00,1128.00,5.172856,13.200275,-59991.493422,1.854341,7.290710,4.420,58.9348,1.58216,15.8806,1.58144,0,13.6242,0.979541,4.90333,2.51386
2M19415676+5100486,10000.00,1128.00,1.387184,3.549527,-15608.072461,0.493575,1.931584,4.214,58.922,1.05398,13.971,1.8805,0,16.2687,0.56638,4.01991,3.3175
2M19092707+3838585,10000.00,1128.00,2.264814,5.747416,-25258.153425,0.794412,3.156962,3.941,56.3018,0.922622,14.7071,1.97339,0,17.2694,0.505762,5.7751,2.54486
2M19283288+4225459,10000.00,1128.00,0.422538,1.089402,-4521.400592,0.148867,0.579278,3.671,58.5278,0.191193,10.0456,2.50307,0,19.8201,0.218637,3.37896,5.31466
2M19432625+4756222,10000.00,1128.00,1.781864,4.528405,-19896.592375,0.626490,2.483042,3.986,56.752,0.94705,14.5526,1.96045,0,17.1198,0.513794,5.4754,2.6789
2M19481670+4031304,10000.00,1128.00,1.627470,4.134643,-18037.744857,0.570567,2.262385,3.922,56.5139,0.728153,14.2685,2.03199,0,17.8148,0.426776,5.44104,2.77485
2M19220642+3808347,10000.00,1128.00,2.813276,7.150390,-31742.441301,0.992289,3.935702,4.044,56.8957,1.4225,14.789,1.87073,0,16.0206,0.657386,5.83311,2.51095
2M18495813+4358487,10000.00,1128.00,0.800553,2.053017,-8662.845656,0.281600,1.101356,3.800,58.1281,0.340229,11.315,2.3331,0,19.2729,0.233164,4.03114,4.3464
2M19505021+4804508,10000.00,1128.00,2.026763,5.167228,-23001.841573,0.719183,2.836961,4.171,57.8943,1.53226,14.7396,1.80191,0,15.4574,0.727835,5.10427,2.74242
2M19290865+4054489,10000.00,1128.00,0.407358,1.051763,-4359.203973,0.143749,0.558426,3.665,58.7536,0.202207,9.8204,2.52017,0,19.7044,0.231737,3.24872,5.51882
2M18575579+4423529,10000.00,1128.00,3.586205,9.080375,-39303.591922,1.240432,4.983309,3.657,54.1176,1.45711,14.8883,2.06829,0,18.8821,0.510725,5.56481,2.51096
2M19004979+4523036,10000.00,1128.00,2.170424,5.519390,-24373.994219,0.765072,3.030198,4.027,57.0147,1.23176,14.4751,1.91977,0,16.4495,0.58292,5.6754,2.65083
2M19312961+4257580,10000.00,1128.00,4.045960,10.275320,-45072.282794,1.413486,5.644730,3.862,55.4216,1.78833,15.1933,1.91788,0,17.3471,0.680533,5.0863,2.56504
2M19045932+5014326,10000.00,1128.00,3.534222,8.945484,-38117.388595,1.209017,4.894378,3.429,52.4887,2.06777,14.8071,2.14425,0,20.2575,0.527733,5.03613,2.67079
2M19295476+4208322,10000.00,1128.00,0.409014,1.083819,-4333.751743,0.146273,0.566147,3.066,57.1393,0.0499128,8.36411,3.07745,0,18.3615,1.02627,1.61036,10.3712
2M19253263+4159249,10000.00,1128.00,2.464735,6.259944,-27528.527189,0.865893,3.436314,3.963,56.5667,1.0238,14.4943,1.96939,0,17.0329,0.517175,5.78552,2.61019
2M19063321+3929164,10000.00,1128.00,0.921369,2.350914,-10303.509156,0.325873,1.282243,4.078,57.9586,1.0265,13.7984,1.96088,0,16.7651,0.508871,4.88371,3.09796
2M18523616+4508233,10000.00,1128.00,2.689309,6.845357,-30481.295608,0.951687,3.766011,4.108,57.3721,1.59736,14.7587,1.82435,0,15.5391,0.719847,5.59838,2.59012
Sun,10000.00,1128.00,2.346367,5.965522,-26372.725255,0.827056,3.277242,4.027,56.9587,1.26585,14.5536,1.91064,0,16.3755,0.596773,5.72691,2.61207
2M19253372+4210501,10000.00,1128.00,5.717702,14.555985,-66456.538150,2.050710,8.065783,4.425,58.9852,1.19413,15.7003,1.60402,0,13.3793,0.880502,5.98245,2.27413
2M19011470+4750549,10000.00,1128.00,1.930043,4.915445,-21585.707336,0.680955,2.687719,4.069,57.411,0.869001,14.6011,1.92538,0,17.0518,0.520251,4.73587,2.8856
2M19244068+4238269,10000.00,1128.00,8.354474,21.289341,-101406.990055,3.068929,11.934589,5.002,61.9135,0.949707,16.8877,1.18296,0,9.25315,1.12323,6.83944,1.85032
2M18472048+4409213,10000.00,1128.00,3.805330,9.614776,-41346.035454,1.307788,5.279753,3.518,53.1727,1.42858,14.685,2.15526,0,19.6098,0.446166,6.07434,2.42811
2M19342430+4222471,10000.00,1128.00,3.343183,8.522201,-38480.427801,1.189602,4.708187,4.218,57.7158,2.41709,15.3314,1.65177,0,13.9791,1.01585,5.41122,2.47782
2M19324327+4137039,10000.00,1128.00,0.006176,0.015771,-67.686454,0.002171,0.008538,3.897,57.6147,0.553729,12.6202,2.17619,0,18.4567,0.307384,4.70575,3.56539
2M19293325+4213597,10000.00,1128.00,2.591817,6.574328,-29184.660056,0.911160,3.626609,3.987,56.2757,1.30559,15.148,1.88301,0,16.3374,0.643549,6.07596,2.33081
2M19562938+4152003,10000.00,1128.00,1.263392,3.222488,-13832.685099,0.443368,1.746545,3.881,57.2917,0.48943,12.9112,2.16929,0,18.6641,0.301586,4.72504,3.44771
2M19240775+4902249,10000.00,1128.00,1.918880,4.876412,-21276.404005,0.673090,2.667489,3.932,56.6079,0.740257,14.2374,2.0284,0,17.7656,0.430133,5.39085,2.79939
